file,scenario,sentence
004000,play,resume the girl on the train on audible
004001,play,resume the girl on the train on audible
004002,play,resume the girl on the train on audible
004003,play,shuffle and play the playlist
004004,play,please open snooker game i would like to play with you
004005,play,please open snooker game i would like to play with you
004006,play,please open snooker game i would like to play with you
004007,play,audio
004008,play,audio
004009,play,audio
004010,play,audio
004011,play,audio
004012,play,play the song by michael jackson
004013,play,play the song by michael jackson
004014,play,play the song by michael jackson
004015,play,shuffle and play songs from dance genre
004016,play,play country
004017,play,play sixty
004018,play,open pandora and search for a classic rock station
004019,play,open pandora and search for a classic rock station
004020,play,play radio ninety five point five
004021,play,play solitaire with me
004022,play,play solitaire with me
004023,play,would you like to play a game with me olly
004024,play,please play all the songs in high volume and make adjustments to pop music mode
004025,play,please play all the songs in high volume and make adjustments to pop music mode
004026,play,please start radio
004027,play,continue playing where i left off
004028,play,continue playing where i left off
004029,play,continue playing where i left off
004030,play,continue playing where i left off
004031,play,continue playing where i left off
004032,play,continue playing where i left off
004033,play,continue playing where i left off
004034,play,please start the next podcast episode
004035,play,please start the next podcast episode
004036,play,please start the next podcast episode
004037,play,please start the next podcast episode
004038,play,please start the next podcast episode
004039,play,i want to hear the jim and bob show on one oh three point three
004040,play,i want to hear the jim and bob show on one oh three point three
004041,play,can locate some gospel music
004042,play,can locate some gospel music
004043,play,can locate some gospel music
004044,play,can locate some gospel music
004045,play,can locate some gospel music
004046,play,olly next episode in the podcast please
004047,play,search for all titles for huey lewis and play
004048,play,search for all titles for huey lewis and play
004049,play,search for all titles for huey lewis and play
004050,play,find a debate about schools in uk
004051,play,find a debate about schools in uk
004052,play,find a debate about schools in uk
004053,play,play song over the rainbow
004054,play,play song over the rainbow
004055,play,play song over the rainbow
004056,play,play the last song from my most recent playlist
004057,play,play me some jazz
004058,play,resume harry potter book five
004059,play,resume harry potter book five
004060,play,resume harry potter book five
004061,play,resume harry potter book five
004062,play,put on some techno music please
004063,play,put on some techno music please
004064,play,pink nobody knows
004065,play,pink nobody knows
004066,play,start playing bag of hammers
004067,play,spot
004068,play,spot
004069,play,please play my best music
004070,play,play me some from the
004071,play,let's listen to a playlist
004072,play,play a song from my favorites
004073,play,play this audiobook
004074,play,take me to the next episode if her story
004075,play,take me to the next episode if her story
004076,play,take me to the next episode if her story
004077,play,play the program where i left off yesterday
004078,play,play the program where i left off yesterday
004079,play,play a program about crime in dallas area
004080,play,reshuffle and play music
004081,play,reshuffle and play music
004082,play,on radio mirch can you play feel dil programme
004083,play,on radio mirch can you play feel dil programme
004084,play,start music
004085,play,start music
004086,play,jazz could be choice for me
004087,play,play dr demento on my bedside radio
004088,play,play this playlist
004089,play,play this playlist
004090,play,play true love next
004091,play,play true love next
004092,play,play true love next
004093,play,play true love next
004094,play,play true love next
004095,play,play hoizer radio station from my pandora app
004096,play,play the radio station
004097,play,play musician play list
004098,play,play the next podcast episode
004099,play,play the next podcast episode
004100,play,play the next podcast episode
004101,play,play the next podcast episode
